"한국표준직업분류6차","학력별","성별","연령","시점","평균연령[세]","평균근속년수[년]","근로일수[일]","총근로시간[시간]","소정실근로시간[시간]","초과근로시간[시간]","휴일근로시간[시간]","월임금총액[천원]","월급여액[천원]","정액급여[천원]","초과급여[천원]","전년도연간특별급여/12개월[천원]","연간특별급여[천원]","근로자수[명]",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","25 ~ 29","2012 년","27.2","2.5","22.2","209.2","163.6","45.6","-","2597","2072","1582","489","525","6304","42076",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","25 ~ 29","2013 년","27.2","2.6","21.7","200.6","158.7","41.9","-","2713","2136","1634","501","578","6931","39952",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","25 ~ 29","2014 년","27.1","3.2","22.1","203","164.2","38.8","-","3066","2363","1784","579","703","8431","38844",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","25 ~ 29","2015 년","27.2","3.1","23.1","200.7","173.9","26.8","12.1","2968","2392","1861","531","576","6916","35234",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","25 ~ 29","2016 년","27.2","3.1","22.6","203.5","167.7","35.8","14.3","3108","2545","1943","602","563","6754","36345",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","25 ~ 29","2017 년","27.1","2.8","22.4","202","167.1","34.8","12.8","3117","2614","2023","591","503","6039","37680",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","25 ~ 29","2018 년","27.1","2.9","21","188.7","156.4","32.4","13.3","3331","2678","2074","604","654","7844","38373",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","25 ~ 29","2019 년","27.2","3","20.7","181.5","155.7","25.9","9.1","3432","2847","2304","544","585","7018","34520",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","30 ~ 34","2012 년","31.8","4.5","22.2","204.5","164.3","40.2","-","2835","2253","1795","458","583","6990","52803",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","30 ~ 34","2013 년","31.8","4.6","21.6","199.5","159.1","40.4","-","2993","2352","1835","517","641","7690","55288",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","30 ~ 34","2014 년","32","4.8","22.1","204","164.6","39.3","-","3348","2599","2050","549","749","8982","56262",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","30 ~ 34","2015 년","32.1","4.9","23","201.4","174.2","27.2","11.8","3253","2598","2063","535","655","7861","50271",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","30 ~ 34","2016 년","32.1","5.2","22.6","203.7","168.8","34.8","12.7","3510","2752","2159","593","758","9101","45615",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","30 ~ 34","2017 년","32.1","5.1","22.3","201.4","168.3","33","12.4","3538","2843","2234","610","695","8336","46050",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","30 ~ 34","2018 년","32","5","21","186.6","156.3","30.3","12.6","3645","2899","2308","590","746","8958","41789",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","30 ~ 34","2019 년","32.1","5.3","20.6","181.1","155.9","25.2","9.2","3782","2958","2394","564","825","9896","42812",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","35 ~ 39","2012 년","36.9","6.3","21.9","199.8","166.3","33.4","-","3014","2453","2024","429","561","6737","35927",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","35 ~ 39","2013 년","36.9","6.3","21.6","196.9","159.6","37.4","-","3108","2508","2029","478","600","7205","37122",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","35 ~ 39","2014 년","36.9","6.3","21.9","201.5","164.3","37.1","-","3421","2740","2202","538","681","8176","37741",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","35 ~ 39","2015 년","36.8","6.8","23","200.2","175.8","24.4","10.9","3510","2810","2265","545","700","8399","40789",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","35 ~ 39","2016 년","36.7","6.8","22.5","203.2","170.9","32.3","11.6","3584","2890","2319","571","694","8330","45290",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","35 ~ 39","2017 년","36.8","6.9","22.6","204.5","169.6","34.9","13.9","3822","3089","2430","659","733","8792","47842",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","35 ~ 39","2018 년","36.8","6.7","21.2","190.2","158.7","31.5","13.6","3887","3160","2542","618","727","8723","52791",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","35 ~ 39","2019 년","37.1","7.3","20.7","182.2","155.3","26.9","10.3","4076","3222","2616","606","854","10244","52426",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","40 ~ 44","2012 년","41.8","8.4","21.9","197.3","165.6","31.7","-","3396","2681","2227","454","715","8581","28126",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","40 ~ 44","2013 년","41.9","8.9","21.6","194.4","161.7","32.6","-","3548","2820","2285","535","728","8737","28024",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","40 ~ 44","2014 년","41.9","8.7","21.5","197.3","164","33.3","-","3552","2873","2352","521","679","8147","29712",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","40 ~ 44","2015 년","42","9.1","22.6","195.5","176.5","19","8.1","3718","3000","2498","502","718","8614","29931",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","40 ~ 44","2016 년","42","9.1","22.4","199.9","172.2","27.7","9.8","3850","3074","2534","540","776","9307","35685",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","40 ~ 44","2017 년","42","8.4","22.4","201.1","170.3","30.8","11.8","3939","3209","2596","613","730","8755","35699",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","40 ~ 44","2018 년","41.9","8.1","21.3","188.8","159.6","29.2","13.1","3918","3267","2655","611","652","7819","35041",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","40 ~ 44","2019 년","41.9","8.9","20.6","182.1","155.7","26.4","10.1","4055","3322","2724","598","733","8793","34579",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","45 ~ 49","2012 년","46.9","9.9","22","198.9","166.4","32.5","-","3385","2661","2182","479","724","8688","16807",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","45 ~ 49","2013 년","46.8","10.2","21.6","193.7","161.2","32.5","-","3635","2877","2321","556","758","9101","16767",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","45 ~ 49","2014 년","46.8","10.2","21.8","195.7","164.6","31.1","-","3740","2984","2463","521","756","9077","18148",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","45 ~ 49","2015 년","46.8","11.1","22.8","195.5","174.8","20.7","8.8","3842","3096","2544","552","746","8955","19930",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","45 ~ 49","2016 년","46.8","11.4","22.4","199.6","171.7","27.9","10.2","4176","3219","2623","596","958","11491","27415",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","45 ~ 49","2017 년","46.9","10.4","22.2","198.6","172.4","26.2","9.5","4310","3479","2894","585","832","9982","27607",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","45 ~ 49","2018 년","46.9","10.2","21","185.3","160.8","24.5","10.1","4380","3536","2958","578","844","10130","29050",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","45 ~ 49","2019 년","46.8","10.1","20.6","181.3","157.3","24","8.4","4323","3547","2973","574","775","9305","30183",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","50 ~ 54","2012 년","51.9","11.3","21.7","194.3","168.2","26.1","-","3390","2703","2284","420","687","8242","13103",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","50 ~ 54","2013 년","51.8","12.2","21.5","192.4","162.3","30.1","-","3752","2919","2428","491","834","10002","13842",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","50 ~ 54","2014 년","52","12.8","21.6","192.9","162.6","30.3","-","3955","3125","2593","532","830","9960","14862",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","50 ~ 54","2015 년","52","12.5","22.9","197.9","177.3","20.6","8.5","3917","3143","2640","503","773","9280","16096",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","50 ~ 54","2016 년","51.9","13.6","22.4","195","172.1","22.9","8.7","4250","3282","2731","552","968","11615","17801",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","50 ~ 54","2017 년","51.9","11.6","22.5","198.4","172.2","26.2","9.6","4185","3388","2811","577","798","9574","17457",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","50 ~ 54","2018 년","51.9","11.3","21.2","184.2","159.4","24.8","10.1","4140","3381","2834","547","759","9105","19511",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","50 ~ 54","2019 년","51.7","11.7","20.7","179.6","156.3","23.3","8.4","4420","3542","2971","571","878","10534","22011",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","55 ~ 59","2012 년","56.7","8.8","22.1","190.1","169.1","21.1","-","2794","2329","2018","311","465","5581","5357",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","55 ~ 59","2013 년","56.4","10.4","21.5","184.3","165.5","18.8","-","3199","2581","2296","285","618","7420","6069",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","55 ~ 59","2014 년","56.6","11.9","21.3","186.2","164.7","21.5","-","3253","2602","2275","327","651","7816","6627",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","55 ~ 59","2015 년","56.5","13.1","22.3","187.4","172.4","15","6.4","3771","3060","2651","409","711","8537","8460",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","55 ~ 59","2016 년","56.5","11.8","21.9","188.6","173.8","14.9","4.7","3605","2965","2634","332","640","7677","11493",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","55 ~ 59","2017 년","56.7","11.5","21.9","194","172.4","21.6","7.2","3823","3112","2685","427","711","8536","13578",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","55 ~ 59","2018 년","56.7","12.2","21","176.9","157","19.9","8.9","3812","3127","2701","426","685","8223","15758",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","55 ~ 59","2019 년","57","13.9","20.6","172.9","154.2","18.7","7.2","4085","3266","2799","468","819","9827","16445",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","60세 ~","2012 년","63.2","3.8","22.3","187.8","175.6","12.1","-","1802","1700","1562","138","102","1223","2716",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","60세 ~","2013 년","63","5.8","21.4","184.3","173","11.3","-","1934","1794","1662","132","140","1676","2848",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","60세 ~","2014 년","63.1","4.7","22.1","185.1","168.9","16.2","-","1941","1828","1693","135","113","1351","3483",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","60세 ~","2015 년","64","5.6","22.7","186","178.2","7.8","4","2015","1906","1765","140","110","1315","3641",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","60세 ~","2016 년","63.6","5.2","21.6","180.4","170.5","9.9","3.1","2195","2068","1921","147","127","1527","5161",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","60세 ~","2017 년","63.1","4.9","21.9","181.8","172.4","9.5","1.9","2100","1983","1860","123","117","1405","5661",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","60세 ~","2018 년","63.8","5","20.7","155.9","147.7","8.3","4.1","2426","2283","2141","142","143","1719","7547",
"장치,기계조작 및 조립종사자(8)","전문대졸","계","60세 ~","2019 년","63.5","6","20.2","159.7","148.9","10.8","2.5","2422","2283","2112","171","139","1670","9888",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","계","2012 년","36.1","5.8","22","202.7","165.5","37.2","-","2979","2385","1926","460","594","7126","193921",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","계","2013 년","36.4","6.2","21.6","197.7","160.3","37.4","-","3142","2500","1992","508","642","7700","196147",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","계","2014 년","36.9","6.3","21.8","200.1","163.9","36.3","-","3300","2649","2123","526","651","7809","199628",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","계","2015 년","37.8","6.9","22.9","199.2","175.3","23.8","10.4","3390","2749","2228","521","641","7689","197676",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","계","2016 년","38.4","7.3","22.5","201.5","170.7","30.8","11.3","3583","2883","2324","559","700","8399","221080",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","계","2017 년","38.8","7","22.3","201.4","170.1","31.3","11.4","3729","3054","2453","601","675","8101","220010",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","계","2018 년","39.1","6.9","21.1","186.4","158.1","28.3","11.9","3796","3108","2530","578","688","8252","229726",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","계","2019 년","40","7.6","20.6","180.7","155.5","25.2","9.3","3943","3205","2640","565","737","8847","228191",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","~ 19세","2012 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","~ 19세","2013 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","~ 19세","2014 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","~ 19세","2015 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","~ 19세","2016 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","~ 19세","2017 년","19","1.5","25","216","168","48","32","3208","2725","2136","590","483","5791","44",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","~ 19세","2018 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","~ 19세","2019 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","20 ~ 24","2012 년","23","1.2","22.3","210.7","165.1","45.6","-","2098","1835","1372","464","262","3147","11172",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","20 ~ 24","2013 년","23.1","1.3","21.7","200.8","158.7","42.1","-","2202","1935","1466","468","268","3214","10433",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","20 ~ 24","2014 년","22.9","1.1","21.5","196.2","159.5","36.7","-","2257","2056","1622","434","200","2405","11630",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","20 ~ 24","2015 년","23","1.2","22.9","195","173.7","21.3","10.1","2187","1998","1614","384","189","2264","8722",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","20 ~ 24","2016 년","23","1.3","22.5","202.8","168.4","34.3","12.9","2339","2119","1667","451","221","2649","11736",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","20 ~ 24","2017 년","23.1","1.1","22.1","204.6","167.8","36.7","11.1","2530","2357","1830","526","174","2084","7645",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","20 ~ 24","2018 년","23.1","1","20.7","182","156.2","25.8","10.1","2644","2402","1925","477","242","2904","10384",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","20 ~ 24","2019 년","23.1","1.3","20.4","178.6","150.9","27.6","10.6","2812","2628","2168","459","184","2210","7718",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","25 ~ 29","2012 년","27.3","2.3","22.2","210.4","163.6","46.8","-","2598","2078","1579","499","519","6231","38319",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","25 ~ 29","2013 년","27.3","2.4","21.6","201.8","158.4","43.4","-","2690","2136","1624","512","554","6644","35545",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","25 ~ 29","2014 년","27.2","2.5","22","204.9","163.5","41.4","-","2841","2279","1715","564","563","6751","32549",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","25 ~ 29","2015 년","27.2","2.7","23.2","202.7","174.5","28.2","12.2","2831","2327","1795","532","503","6040","30122",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","25 ~ 29","2016 년","27.2","2.7","22.6","204.9","168.2","36.7","14.4","3036","2528","1926","601","508","6092","32631",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","25 ~ 29","2017 년","27.2","2.6","22.4","203.2","167.4","35.7","13.1","3103","2632","2028","605","471","5647","33272",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","25 ~ 29","2018 년","27.1","2.6","21.1","190.4","156.7","33.7","13.9","3315","2703","2080","623","612","7348","33610",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","25 ~ 29","2019 년","27.2","2.7","20.7","182.5","155.8","26.6","9.6","3380","2857","2310","547","523","6270","30442",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","30 ~ 34","2012 년","31.8","4.5","22.2","204.7","164.2","40.5","-","2861","2271","1808","463","590","7080","50468",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","30 ~ 34","2013 년","31.8","4.5","21.6","200","159.1","40.9","-","3013","2368","1843","525","645","7741","52753",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","30 ~ 34","2014 년","32.1","4.5","22.1","205","164.3","40.7","-","3241","2556","2005","551","685","8216","51784",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","30 ~ 34","2015 년","32.1","4.6","23.1","203","174.7","28.2","12.1","3210","2584","2044","541","626","7511","46668",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","30 ~ 34","2016 년","32.2","4.9","22.6","205.6","169.2","36.4","13.1","3424","2756","2154","602","668","8018","41545",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","30 ~ 34","2017 년","32.1","4.8","22.3","202.9","168.6","34.3","12.6","3512","2857","2225","632","655","7856","41530",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","30 ~ 34","2018 년","32","4.8","21","187.9","156.5","31.4","12.8","3613","2903","2303","600","710","8519","38232",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","30 ~ 34","2019 년","32.1","4.9","20.7","182.6","155.9","26.7","9.9","3736","2963","2385","579","773","9275","37630",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","35 ~ 39","2012 년","36.9","6.4","21.9","200.1","166.2","33.9","-","3086","2504","2064","440","582","6985","33673",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","35 ~ 39","2013 년","36.9","6.5","21.6","196.8","159.5","37.3","-","3171","2553","2068","485","618","7414","34951",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","35 ~ 39","2014 년","36.9","6.2","21.9","201.6","164.3","37.3","-","3419","2752","2208","543","668","8011","35722",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","35 ~ 39","2015 년","36.8","6.7","23","200.9","175.9","25","11.1","3518","2826","2271","555","692","8300","38748",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","35 ~ 39","2016 년","36.7","6.8","22.5","203.8","171.1","32.7","11.7","3609","2912","2334","578","698","8372","43542",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","35 ~ 39","2017 년","36.8","6.9","22.6","204.9","169.7","35.2","13.8","3837","3107","2440","667","731","8768","45732",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","35 ~ 39","2018 년","36.9","6.6","21.2","190.5","158.9","31.6","13.6","3904","3182","2557","625","722","8666","49863",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","35 ~ 39","2019 년","37.1","7.2","20.7","183.5","155.7","27.8","10.6","4085","3248","2630","618","837","10047","48772",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","40 ~ 44","2012 년","41.7","8.9","21.8","196.6","165.8","30.9","-","3564","2793","2327","466","771","9251","25360",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","40 ~ 44","2013 년","41.9","9.4","21.6","195.8","162.5","33.4","-","3721","2942","2378","563","780","9357","25520",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","40 ~ 44","2014 년","41.9","9.1","21.5","197.6","164.4","33.2","-","3678","2958","2422","536","720","8636","27441",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","40 ~ 44","2015 년","42","9.3","22.6","196","176.6","19.4","8.3","3808","3066","2547","519","742","8905","28004",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","40 ~ 44","2016 년","41.9","9.2","22.4","200.7","172.4","28.3","10","3909","3114","2560","553","795","9537","33619",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","40 ~ 44","2017 년","42","8.7","22.3","201.6","170.6","30.9","11.4","4045","3289","2661","628","756","9074","32991",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","40 ~ 44","2018 년","41.9","8.4","21.2","188.8","159.9","28.9","12.9","4008","3335","2714","620","673","8077","32307",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","40 ~ 44","2019 년","41.9","9.2","20.5","182.6","155.7","27","10.3","4150","3389","2772","618","760","9125","31938",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","45 ~ 49","2012 년","46.9","10.6","22","199.4","167.1","32.3","-","3579","2794","2292","502","785","9424","15105",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","45 ~ 49","2013 년","46.8","10.6","21.7","194","161.5","32.5","-","3788","2983","2405","578","805","9658","15396",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","45 ~ 49","2014 년","46.8","10.7","21.7","194","164.2","29.9","-","3851","3053","2527","526","798","9573","16865",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","45 ~ 49","2015 년","46.7","11.6","22.8","195.5","174.7","20.7","9","3970","3186","2613","573","784","9408","18543",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","45 ~ 49","2016 년","46.7","11.9","22.4","200","171.7","28.3","10.3","4325","3312","2691","621","1013","12157","25633",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","45 ~ 49","2017 년","46.9","11","22.2","199.2","173.3","25.9","8.9","4526","3627","3019","608","899","10785","24917",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","45 ~ 49","2018 년","46.9","10.7","20.9","185.4","161.6","23.8","9.5","4590","3674","3078","595","916","10995","26207",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","45 ~ 49","2019 년","46.8","10.5","20.7","182.7","158.2","24.5","8.5","4482","3657","3059","597","825","9904","27862",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","50 ~ 54","2012 년","51.8","11.7","21.7","194.3","168.1","26.2","-","3496","2775","2342","433","720","8643","12276",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","50 ~ 54","2013 년","51.8","12.7","21.5","192.9","162.6","30.3","-","3871","2997","2491","506","874","10488","12994",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","50 ~ 54","2014 년","52","13.2","21.5","192.3","162.4","29.9","-","4068","3200","2656","544","868","10419","13940",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","50 ~ 54","2015 년","52","12.9","22.9","198.4","177.5","20.9","8.7","4007","3206","2690","516","801","9612","15220",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","50 ~ 54","2016 년","51.9","14.1","22.4","195.4","172.3","23.1","9","4407","3387","2810","577","1020","12236","16562",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","50 ~ 54","2017 년","51.9","12.3","22.3","197.3","172","25.3","8.8","4365","3513","2927","586","852","10222","15839",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","50 ~ 54","2018 년","51.9","11.9","21.2","183.9","159.8","24.1","9.6","4315","3500","2940","559","815","9782","17813",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","50 ~ 54","2019 년","51.7","12.4","20.7","179.5","156.5","22.9","8.3","4622","3666","3072","593","956","11470","19909",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","55 ~ 59","2012 년","56.7","9.1","22.1","189.3","168.9","20.4","-","2904","2413","2092","321","491","5894","4921",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","55 ~ 59","2013 년","56.4","10.7","21.5","184.6","165.7","18.9","-","3267","2625","2337","288","642","7706","5815",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","55 ~ 59","2014 년","56.6","12.2","21.3","186.7","165","21.8","-","3313","2638","2305","333","675","8099","6309",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","55 ~ 59","2015 년","56.5","13.3","22.3","187.3","172.3","15","6.4","3830","3103","2695","408","727","8730","8168",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","55 ~ 59","2016 년","56.5","12.1","21.9","189.2","174.3","14.9","4.7","3688","3020","2677","343","668","8016","10851",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","55 ~ 59","2017 년","56.7","12.1","21.9","194","172.8","21.2","7.1","3939","3187","2754","433","752","9023","12579",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","55 ~ 59","2018 년","56.7","12.8","21","177.2","157.3","19.9","9.3","3971","3236","2794","443","734","8813","14183",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","55 ~ 59","2019 년","57","14.4","20.6","171.8","153.6","18.2","7.1","4276","3378","2895","483","897","10769","14856",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","60세 ~","2012 년","63.2","3.8","22.3","189.7","177.2","12.5","-","1827","1722","1581","141","105","1265","2627",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","60세 ~","2013 년","63","5.8","21.4","184.8","173.1","11.7","-","1921","1784","1647","137","137","1646","2742",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","60세 ~","2014 년","63.1","4.7","22.2","185.2","169.2","16","-","1945","1829","1695","134","115","1384","3388",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","60세 ~","2015 년","64.1","5.6","22.7","187.1","179.3","7.8","3.9","2029","1916","1772","144","113","1357","3481",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","60세 ~","2016 년","63.7","5.2","21.7","181.4","171.7","9.7","3.1","2212","2087","1942","145","125","1499","4961",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","60세 ~","2017 년","63.1","4.8","21.8","182.2","173","9.2","1.7","2106","1990","1871","119","116","1387","5461",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","60세 ~","2018 년","63.8","4.9","20.7","155.7","147.6","8.1","4","2442","2296","2155","141","146","1748","7126",
"장치,기계조작 및 조립종사자(8)","전문대졸","남","60세 ~","2019 년","63.7","6","20.2","158.7","148.2","10.5","2.3","2462","2312","2143","170","149","1790","9064",
"장치,기계조작 및 조립종사자(8)","전문대졸","여","계","2012 년","34.1","3.8","22.2","196.9","163.8","33.1","-","2143","1765","1422","342","378","4538","17922",
"장치,기계조작 및 조립종사자(8)","전문대졸","여","계","2013 년","33.8","4.2","21.6","189.4","159","30.4","-","2385","1885","1530","355","500","6004","17251",
"장치,기계조작 및 조립종사자(8)","전문대졸","여","계","2014 년","33","6","22.4","195.5","166","29.5","-","3499","2518","2005","513","981","11771","20489",
"장치,기계조작 및 조립종사자(8)","전문대졸","여","계","2015 년","33.8","6.1","22.5","187.6","170.8","16.8","8.6","3259","2485","2050","435","774","9283","17697",
"장치,기계조작 및 조립종사자(8)","전문대졸","여","계","2016 년","36","6.2","22","187.7","166.1","21.5","9","3227","2393","1977","416","834","10008","16988",
"장치,기계조작 및 조립종사자(8)","전문대졸","여","계","2017 년","36.8","5.4","22.5","194.2","166.2","28","12.9","3029","2414","1970","444","615","7382","21169",
"장치,기계조작 및 조립종사자(8)","전문대졸","여","계","2018 년","37.9","5.5","21","180.8","154.4","26.3","12.1","3137","2495","2035","460","643","7710","22139",
"장치,기계조작 및 조립종사자(8)","전문대졸","여","계","2019 년","38.5","6.6","20.3","172.6","153.9","18.7","6.1","3352","2634","2216","418","718","8621","23505",
"장치,기계조작 및 조립종사자(8)","전문대졸","여","~ 19세","2012 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"장치,기계조작 및 조립종사자(8)","전문대졸","여","~ 19세","2013 년","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
